Date,SKU_ID,Warehouse_ID,Supplier_ID,Region,Inventory_Level,System_Count,Physical_Count,Variance,Defect_Flag,Shrink_Flag,Accuracy_Flag,Severity,Supplier_Lead_Time_Days,Reorder_Point,Units_Sold,Order_Quantity,Unit_Cost,Unit_Price,Demand_Forecast,Promotion_Flag,YearMonth,Week,Quarter
2024-12-22,SKU_23,WH_5,SUP_1,North,471,471,471,0,0,0,Accurate,Accurate,3,383,21,0,19.43,28.74,22.75,0,2024-12,51,4
2024-12-23,SKU_23,WH_5,SUP_1,South,458,458,458,0,0,0,Accurate,Accurate,3,383,13,0,19.43,28.74,18.04,0,2024-12,52,4
2024-12-24,SKU_23,WH_5,SUP_1,South,426,426,426,0,0,0,Accurate,Accurate,3,383,32,0,19.43,28.74,37.6,1,2024-12,52,4
2024-12-25,SKU_23,WH_5,SUP_1,South,412,412,412,0,0,0,Accurate,Accurate,3,383,14,0,19.43,28.74,14.91,0,2024-12,52,4
2024-12-26,SKU_23,WH_5,SUP_1,North,394,394,394,0,0,0,Accurate,Accurate,3,383,18,0,19.43,28.74,23.17,0,2024-12,52,4
2024-12-27,SKU_23,WH_5,SUP_1,North,373,373,373,0,0,0,Accurate,Accurate,3,383,21,0,19.43,28.74,21.79,0,2024-12,52,4
2024-12-28,SKU_23,WH_5,SUP_1,East,645,645,645,0,0,0,Accurate,Accurate,3,383,22,294,19.43,28.74,22.44,0,2024-12,52,4
2024-12-29,SKU_23,WH_5,SUP_1,South,623,623,623,0,0,0,Accurate,Accurate,3,383,22,0,19.43,28.74,18.28,0,2024-12,52,4
2024-12-30,SKU_23,WH_5,SUP_1,North,602,602,602,0,0,0,Accurate,Accurate,3,383,21,0,19.43,28.74,21.82,0,2024-12,1,4
2024-01-01,SKU_24,WH_1,SUP_2,West,575,575,575,0,0,0,Accurate,Accurate,2,288,17,0,6.14,10.22,19.29,0,2024-01,1,1
2024-01-02,SKU_24,WH_1,SUP_2,West,547,547,547,0,0,0,Accurate,Accurate,2,288,28,0,6.14,10.22,32.75,0,2024-01,1,1
2024-01-03,SKU_24,WH_1,SUP_2,East,526,526,526,0,0,0,Accurate,Accurate,2,288,21,0,6.14,10.22,24.39,0,2024-01,1,1
2024-01-04,SKU_24,WH_1,SUP_2,East,505,505,505,0,0,0,Accurate,Accurate,2,288,21,0,6.14,10.22,19.62,0,2024-01,1,1
2024-01-05,SKU_24,WH_1,SUP_2,North,495,495,495,0,0,0,Accurate,Accurate,2,288,10,0,6.14,10.22,9.77,0,2024-01,1,1
2024-01-06,SKU_24,WH_1,SUP_2,East,477,477,477,0,0,0,Accurate,Accurate,2,288,18,0,6.14,10.22,22.99,0,2024-01,1,1
2024-01-07,SKU_24,WH_1,SUP_2,West,449,449,449,0,0,0,Accurate,Accurate,2,288,28,0,6.14,10.22,32.27,1,2024-01,1,1
2024-01-08,SKU_24,WH_1,SUP_2,North,427,427,427,0,0,0,Accurate,Accurate,2,288,22,0,6.14,10.22,20.19,0,2024-01,2,1
2024-01-09,SKU_24,WH_1,SUP_2,West,401,401,401,0,0,0,Accurate,Accurate,2,288,26,0,6.14,10.22,25.81,0,2024-01,2,1
2024-01-10,SKU_24,WH_1,SUP_2,South,383,383,383,0,0,0,Accurate,Accurate,2,288,18,0,6.14,10.22,19.06,0,2024-01,2,1
2024-01-11,SKU_24,WH_1,SUP_2,West,361,361,361,0,0,0,Accurate,Accurate,2,288,22,0,6.14,10.22,22.28,0,2024-01,2,1
2024-01-12,SKU_24,WH_1,SUP_2,West,342,342,342,0,0,0,Accurate,Accurate,2,288,19,0,6.14,10.22,18.64,0,2024-01,2,1
2024-01-13,SKU_24,WH_1,SUP_2,South,316,316,316,0,0,0,Accurate,Accurate,2,288,26,0,6.14,10.22,26.3,0,2024-01,2,1
2024-01-14,SKU_24,WH_1,SUP_2,East,297,297,297,0,0,0,Accurate,Accurate,2,288,19,0,6.14,10.22,16.09,0,2024-01,2,1
2024-01-15,SKU_24,WH_1,SUP_2,South,275,275,275,0,0,0,Accurate,Accurate,2,288,22,0,6.14,10.22,23.02,0,2024-01,3,1
2024-01-16,SKU_24,WH_1,SUP_2,East,561,561,561,0,0,0,Accurate,Accurate,2,288,20,306,6.14,10.22,15.05,0,2024-01,3,1
2024-01-17,SKU_24,WH_1,SUP_2,West,545,545,545,0,0,0,Accurate,Accurate,2,288,16,0,6.14,10.22,17.97,0,2024-01,3,1
2024-01-18,SKU_24,WH_1,SUP_2,East,527,527,527,0,0,0,Accurate,Accurate,2,288,18,0,6.14,10.22,12.9,0,2024-01,3,1
2024-01-19,SKU_24,WH_1,SUP_2,South,503,503,503,0,0,0,Accurate,Accurate,2,288,24,0,6.14,10.22,19.66,0,2024-01,3,1
2024-01-20,SKU_24,WH_1,SUP_2,East,475,475,475,0,0,0,Accurate,Accurate,2,288,28,0,6.14,10.22,25.37,1,2024-01,3,1
2024-01-21,SKU_24,WH_1,SUP_2,East,448,448,448,0,0,0,Accurate,Accurate,2,288,27,0,6.14,10.22,27.8,0,2024-01,3,1
2024-01-22,SKU_24,WH_1,SUP_2,North,423,423,423,0,0,0,Accurate,Accurate,2,288,25,0,6.14,10.22,26.52,0,2024-01,4,1
2024-01-23,SKU_24,WH_1,SUP_2,West,400,400,400,0,0,0,Accurate,Accurate,2,288,23,0,6.14,10.22,32.5,0,2024-01,4,1
2024-01-24,SKU_24,WH_1,SUP_2,North,380,380,380,0,0,0,Accurate,Accurate,2,288,20,0,6.14,10.22,18.05,0,2024-01,4,1
2024-01-25,SKU_24,WH_1,SUP_2,South,357,357,357,0,0,0,Accurate,Accurate,2,288,23,0,6.14,10.22,27.46,0,2024-01,4,1
2024-01-26,SKU_24,WH_1,SUP_2,East,329,329,329,0,0,0,Accurate,Accurate,2,288,28,0,6.14,10.22,23.74,0,2024-01,4,1
2024-01-27,SKU_24,WH_1,SUP_2,North,306,306,306,0,0,0,Accurate,Accurate,2,288,23,0,6.14,10.22,25.21,0,2024-01,4,1
2024-01-28,SKU_24,WH_1,SUP_2,North,276,276,276,0,0,0,Accurate,Accurate,2,288,30,0,6.14,10.22,32.57,0,2024-01,4,1
2024-01-29,SKU_24,WH_1,SUP_2,West,448,448,448,0,0,0,Accurate,Accurate,2,288,29,201,6.14,10.22,30.31,0,2024-01,5,1
2024-01-30,SKU_24,WH_1,SUP_2,West,414,414,414,0,0,0,Accurate,Accurate,2,288,34,0,6.14,10.22,37.42,0,2024-01,5,1
2024-01-31,SKU_24,WH_1,SUP_2,North,387,387,387,0,0,0,Accurate,Accurate,2,288,27,0,6.14,10.22,25.04,0,2024-01,5,1
2024-02-01,SKU_24,WH_1,SUP_2,South,358,358,358,0,0,0,Accurate,Accurate,2,288,29,0,6.14,10.22,31.28,0,2024-02,5,1
2024-02-02,SKU_24,WH_1,SUP_2,North,332,332,332,0,0,0,Accurate,Accurate,2,288,26,0,6.14,10.22,29.08,0,2024-02,5,1
2024-02-03,SKU_24,WH_1,SUP_2,South,312,312,312,0,0,0,Accurate,Accurate,2,288,20,0,6.14,10.22,17.15,0,2024-02,5,1
2024-02-04,SKU_24,WH_1,SUP_2,North,292,292,292,0,0,0,Accurate,Accurate,2,288,20,0,6.14,10.22,22.16,0,2024-02,5,1
2024-02-05,SKU_24,WH_1,SUP_2,West,274,274,274,0,0,0,Accurate,Accurate,2,288,18,0,6.14,10.22,19.09,0,2024-02,6,1
2024-02-06,SKU_24,WH_1,SUP_2,South,682,682,682,0,0,0,Accurate,Accurate,2,288,25,433,6.14,10.22,23.94,0,2024-02,6,1
2024-02-07,SKU_24,WH_1,SUP_2,West,662,662,662,0,0,0,Accurate,Accurate,2,288,20,0,6.14,10.22,17.88,0,2024-02,6,1
2024-02-08,SKU_24,WH_1,SUP_2,North,629,629,629,0,0,0,Accurate,Accurate,2,288,33,0,6.14,10.22,36.08,0,2024-02,6,1
2024-02-09,SKU_24,WH_1,SUP_2,North,609,609,609,0,0,0,Accurate,Accurate,2,288,20,0,6.14,10.22,15.56,0,2024-02,6,1
2024-02-10,SKU_24,WH_1,SUP_2,East,577,577,577,0,0,0,Accurate,Accurate,2,288,32,0,6.14,10.22,31.06,0,2024-02,6,1
2024-02-11,SKU_24,WH_1,SUP_2,East,546,546,546,0,0,0,Accurate,Accurate,2,288,31,0,6.14,10.22,25.3,0,2024-02,6,1
2024-02-12,SKU_24,WH_1,SUP_2,North,522,522,522,0,0,0,Accurate,Accurate,2,288,24,0,6.14,10.22,26.21,0,2024-02,7,1
2024-02-13,SKU_24,WH_1,SUP_2,North,490,490,490,0,0,0,Accurate,Accurate,2,288,32,0,6.14,10.22,29.23,0,2024-02,7,1
2024-02-14,SKU_24,WH_1,SUP_2,South,458,458,458,0,0,0,Accurate,Accurate,2,288,32,0,6.14,10.22,37.22,0,2024-02,7,1
2024-02-15,SKU_24,WH_1,SUP_2,East,419,419,419,0,0,0,Accurate,Accurate,2,288,39,0,6.14,10.22,41.41,0,2024-02,7,1
2024-02-16,SKU_24,WH_1,SUP_2,North,397,397,397,0,0,0,Accurate,Accurate,2,288,22,0,6.14,10.22,28.18,0,2024-02,7,1
2024-02-17,SKU_24,WH_1,SUP_2,West,370,370,370,0,0,0,Accurate,Accurate,2,288,27,0,6.14,10.22,25.04,0,2024-02,7,1
2024-02-18,SKU_24,WH_1,SUP_2,South,341,341,341,0,0,0,Accurate,Accurate,2,288,29,0,6.14,10.22,32.92,0,2024-02,7,1
2024-02-19,SKU_24,WH_1,SUP_2,East,317,317,317,0,0,0,Accurate,Accurate,2,288,24,0,6.14,10.22,22.94,0,2024-02,8,1
2024-02-20,SKU_24,WH_1,SUP_2,North,286,286,286,0,0,0,Accurate,Accurate,2,288,31,0,6.14,10.22,31.98,0,2024-02,8,1
2024-02-21,SKU_24,WH_1,SUP_2,West,686,686,686,0,0,0,Accurate,Accurate,2,288,31,431,6.14,10.22,32.02,0,2024-02,8,1
2024-02-22,SKU_24,WH_1,SUP_2,North,664,664,664,0,0,0,Accurate,Accurate,2,288,22,0,6.14,10.22,22.32,0,2024-02,8,1
2024-02-23,SKU_24,WH_1,SUP_2,South,643,643,643,0,0,0,Accurate,Accurate,2,288,21,0,6.14,10.22,20.95,0,2024-02,8,1
2024-02-24,SKU_24,WH_1,SUP_2,North,631,631,631,0,0,0,Accurate,Accurate,2,288,12,0,6.14,10.22,11.11,0,2024-02,8,1
2024-02-25,SKU_24,WH_1,SUP_2,East,603,603,603,0,0,0,Accurate,Accurate,2,288,28,0,6.14,10.22,22.5,0,2024-02,8,1
2024-02-26,SKU_24,WH_1,SUP_2,West,573,573,573,0,0,0,Accurate,Accurate,2,288,30,0,6.14,10.22,27.46,0,2024-02,9,1
2024-02-27,SKU_24,WH_1,SUP_2,East,540,540,540,0,0,0,Accurate,Accurate,2,288,33,0,6.14,10.22,29.37,0,2024-02,9,1
2024-02-28,SKU_24,WH_1,SUP_2,North,515,515,515,0,0,0,Accurate,Accurate,2,288,25,0,6.14,10.22,26.97,0,2024-02,9,1
2024-02-29,SKU_24,WH_1,SUP_2,East,497,497,497,0,0,0,Accurate,Accurate,2,288,18,0,6.14,10.22,16.35,0,2024-02,9,1
2024-03-01,SKU_24,WH_1,SUP_2,North,462,462,462,0,0,0,Accurate,Accurate,2,288,35,0,6.14,10.22,36.51,0,2024-03,9,1
2024-03-02,SKU_24,WH_1,SUP_2,North,439,439,439,0,0,0,Accurate,Accurate,2,288,23,0,6.14,10.22,21.04,1,2024-03,9,1
2024-03-03,SKU_24,WH_1,SUP_2,North,413,413,410,-3,0,1,Inaccurate,Minor,2,288,26,0,6.14,10.22,23.52,1,2024-03,9,1
2024-03-04,SKU_24,WH_1,SUP_2,West,382,382,382,0,0,0,Accurate,Accurate,2,288,31,0,6.14,10.22,36.09,0,2024-03,10,1
2024-03-05,SKU_24,WH_1,SUP_2,West,349,349,349,0,0,0,Accurate,Accurate,2,288,33,0,6.14,10.22,33.4,0,2024-03,10,1
2024-03-06,SKU_24,WH_1,SUP_2,South,318,318,318,0,0,0,Accurate,Accurate,2,288,31,0,6.14,10.22,27.97,0,2024-03,10,1
2024-03-07,SKU_24,WH_1,SUP_2,East,281,281,281,0,0,0,Accurate,Accurate,2,288,37,0,6.14,10.22,36.57,1,2024-03,10,1
2024-03-08,SKU_24,WH_1,SUP_2,South,733,733,733,0,0,0,Accurate,Accurate,2,288,39,491,6.14,10.22,34.58,1,2024-03,10,1
2024-03-09,SKU_24,WH_1,SUP_2,East,699,699,699,0,0,0,Accurate,Accurate,2,288,34,0,6.14,10.22,30.47,0,2024-03,10,1
2024-03-10,SKU_24,WH_1,SUP_2,North,667,667,667,0,0,0,Accurate,Accurate,2,288,32,0,6.14,10.22,26.39,0,2024-03,10,1
2024-03-11,SKU_24,WH_1,SUP_2,North,632,632,632,0,0,0,Accurate,Accurate,2,288,35,0,6.14,10.22,37.89,0,2024-03,11,1
2024-03-12,SKU_24,WH_1,SUP_2,North,612,612,612,0,0,0,Accurate,Accurate,2,288,20,0,6.14,10.22,18.85,0,2024-03,11,1
2024-03-13,SKU_24,WH_1,SUP_2,West,577,577,577,0,0,0,Accurate,Accurate,2,288,35,0,6.14,10.22,35.52,0,2024-03,11,1
2024-03-14,SKU_24,WH_1,SUP_2,West,550,550,550,0,0,0,Accurate,Accurate,2,288,27,0,6.14,10.22,21.4,0,2024-03,11,1
2024-03-15,SKU_24,WH_1,SUP_2,North,515,515,515,0,0,0,Accurate,Accurate,2,288,35,0,6.14,10.22,35.58,0,2024-03,11,1
2024-03-16,SKU_24,WH_1,SUP_2,East,480,480,480,0,0,0,Accurate,Accurate,2,288,35,0,6.14,10.22,37.24,0,2024-03,11,1
2024-03-17,SKU_24,WH_1,SUP_2,North,452,452,452,0,0,0,Accurate,Accurate,2,288,28,0,6.14,10.22,30.28,0,2024-03,11,1
2024-03-18,SKU_24,WH_1,SUP_2,East,421,421,421,0,0,0,Accurate,Accurate,2,288,31,0,6.14,10.22,32.77,0,2024-03,12,1
2024-03-19,SKU_24,WH_1,SUP_2,West,380,380,380,0,0,0,Accurate,Accurate,2,288,41,0,6.14,10.22,36.98,1,2024-03,12,1
2024-03-20,SKU_24,WH_1,SUP_2,South,355,355,355,0,0,0,Accurate,Accurate,2,288,25,0,6.14,10.22,23.92,0,2024-03,12,1
2024-03-21,SKU_24,WH_1,SUP_2,North,328,328,328,0,0,0,Accurate,Accurate,2,288,27,0,6.14,10.22,25.92,0,2024-03,12,1
2024-03-22,SKU_24,WH_1,SUP_2,South,282,282,282,0,0,0,Accurate,Accurate,2,288,46,0,6.14,10.22,42.64,1,2024-03,12,1
2024-03-23,SKU_24,WH_1,SUP_2,North,635,635,635,0,0,0,Accurate,Accurate,2,288,28,381,6.14,10.22,24.54,0,2024-03,12,1
2024-03-24,SKU_24,WH_1,SUP_2,North,604,604,604,0,0,0,Accurate,Accurate,2,288,31,0,6.14,10.22,28.65,0,2024-03,12,1
2024-03-25,SKU_24,WH_1,SUP_2,East,577,577,577,0,0,0,Accurate,Accurate,2,288,27,0,6.14,10.22,25.34,0,2024-03,13,1
2024-03-26,SKU_24,WH_1,SUP_2,East,542,542,542,0,0,0,Accurate,Accurate,2,288,35,0,6.14,10.22,37.6,0,2024-03,13,1
2024-03-27,SKU_24,WH_1,SUP_2,West,509,509,509,0,0,0,Accurate,Accurate,2,288,33,0,6.14,10.22,36.25,0,2024-03,13,1
2024-03-28,SKU_24,WH_1,SUP_2,South,478,478,478,0,0,0,Accurate,Accurate,2,288,31,0,6.14,10.22,29.02,0,2024-03,13,1
2024-03-29,SKU_24,WH_1,SUP_2,South,448,448,448,0,0,0,Accurate,Accurate,2,288,30,0,6.14,10.22,33.2,0,2024-03,13,1
2024-03-30,SKU_24,WH_1,SUP_2,West,416,416,416,0,0,0,Accurate,Accurate,2,288,32,0,6.14,10.22,29.1,0,2024-03,13,1
2024-03-31,SKU_24,WH_1,SUP_2,West,390,390,390,0,0,0,Accurate,Accurate,2,288,26,0,6.14,10.22,26.52,0,2024-03,13,1
2024-04-01,SKU_24,WH_1,SUP_2,South,350,350,350,0,0,0,Accurate,Accurate,2,288,40,0,6.14,10.22,42.82,0,2024-04,14,2
2024-04-02,SKU_24,WH_1,SUP_2,North,325,325,325,0,0,0,Accurate,Accurate,2,288,25,0,6.14,10.22,23.57,0,2024-04,14,2
2024-04-03,SKU_24,WH_1,SUP_2,North,301,301,301,0,0,0,Accurate,Accurate,2,288,24,0,6.14,10.22,23.46,0,2024-04,14,2
2024-04-04,SKU_24,WH_1,SUP_2,South,264,264,264,0,0,0,Accurate,Accurate,2,288,37,0,6.14,10.22,35.68,0,2024-04,14,2
2024-04-05,SKU_24,WH_1,SUP_2,West,596,596,596,0,0,0,Accurate,Accurate,2,288,23,355,6.14,10.22,28.08,0,2024-04,14,2
2024-04-06,SKU_24,WH_1,SUP_2,South,565,565,565,0,0,0,Accurate,Accurate,2,288,31,0,6.14,10.22,24.84,0,2024-04,14,2
2024-04-07,SKU_24,WH_1,SUP_2,North,532,532,532,0,0,0,Accurate,Accurate,2,288,33,0,6.14,10.22,35.08,0,2024-04,14,2
2024-04-08,SKU_24,WH_1,SUP_2,East,508,508,508,0,0,0,Accurate,Accurate,2,288,24,0,6.14,10.22,25.07,0,2024-04,15,2
2024-04-09,SKU_24,WH_1,SUP_2,South,478,478,478,0,0,0,Accurate,Accurate,2,288,30,0,6.14,10.22,30.89,0,2024-04,15,2
2024-04-10,SKU_24,WH_1,SUP_2,North,444,444,444,0,0,0,Accurate,Accurate,2,288,34,0,6.14,10.22,30.81,0,2024-04,15,2
2024-04-11,SKU_24,WH_1,SUP_2,East,413,413,413,0,0,0,Accurate,Accurate,2,288,31,0,6.14,10.22,34.8,0,2024-04,15,2
2024-04-12,SKU_24,WH_1,SUP_2,North,379,379,379,0,0,0,Accurate,Accurate,2,288,34,0,6.14,10.22,36.86,0,2024-04,15,2
2024-04-13,SKU_24,WH_1,SUP_2,West,349,349,349,0,0,0,Accurate,Accurate,2,288,30,0,6.14,10.22,32.43,0,2024-04,15,2
2024-04-14,SKU_24,WH_1,SUP_2,North,316,316,324,8,1,0,Inaccurate,Moderate,2,288,33,0,6.14,10.22,33.09,0,2024-04,15,2
2024-04-15,SKU_24,WH_1,SUP_2,East,291,291,291,0,0,0,Accurate,Accurate,2,288,25,0,6.14,10.22,24.37,0,2024-04,16,2
2024-04-16,SKU_24,WH_1,SUP_2,South,251,251,251,0,0,0,Accurate,Accurate,2,288,40,0,6.14,10.22,36.53,1,2024-04,16,2
2024-04-17,SKU_24,WH_1,SUP_2,South,687,687,687,0,0,0,Accurate,Accurate,2,288,31,467,6.14,10.22,28.13,0,2024-04,16,2
2024-04-18,SKU_24,WH_1,SUP_2,West,658,658,658,0,0,0,Accurate,Accurate,2,288,29,0,6.14,10.22,30.69,0,2024-04,16,2
2024-04-19,SKU_24,WH_1,SUP_2,West,623,623,623,0,0,0,Accurate,Accurate,2,288,35,0,6.14,10.22,33.23,0,2024-04,16,2
2024-04-20,SKU_24,WH_1,SUP_2,West,592,592,592,0,0,0,Accurate,Accurate,2,288,31,0,6.14,10.22,33.31,0,2024-04,16,2
2024-04-21,SKU_24,WH_1,SUP_2,North,567,567,567,0,0,0,Accurate,Accurate,2,288,25,0,6.14,10.22,23.96,0,2024-04,16,2
2024-04-22,SKU_24,WH_1,SUP_2,West,538,538,538,0,0,0,Accurate,Accurate,2,288,29,0,6.14,10.22,32.5,1,2024-04,17,2
2024-04-23,SKU_24,WH_1,SUP_2,West,506,506,506,0,0,0,Accurate,Accurate,2,288,32,0,6.14,10.22,34.92,0,2024-04,17,2
2024-04-24,SKU_24,WH_1,SUP_2,West,472,472,472,0,0,0,Accurate,Accurate,2,288,34,0,6.14,10.22,37.32,0,2024-04,17,2
2024-04-25,SKU_24,WH_1,SUP_2,North,431,431,431,0,0,0,Accurate,Accurate,2,288,41,0,6.14,10.22,41.72,0,2024-04,17,2
2024-04-26,SKU_24,WH_1,SUP_2,East,402,402,402,0,0,0,Accurate,Accurate,2,288,29,0,6.14,10.22,28.43,0,2024-04,17,2
2024-04-27,SKU_24,WH_1,SUP_2,West,378,378,378,0,0,0,Accurate,Accurate,2,288,24,0,6.14,10.22,29.62,0,2024-04,17,2
2024-04-28,SKU_24,WH_1,SUP_2,North,356,356,356,0,0,0,Accurate,Accurate,2,288,22,0,6.14,10.22,25.53,0,2024-04,17,2
2024-04-29,SKU_24,WH_1,SUP_2,East,333,333,333,0,0,0,Accurate,Accurate,2,288,23,0,6.14,10.22,19.46,0,2024-04,18,2
2024-04-30,SKU_24,WH_1,SUP_2,South,300,300,300,0,0,0,Accurate,Accurate,2,288,33,0,6.14,10.22,37.04,0,2024-04,18,2
2024-05-01,SKU_24,WH_1,SUP_2,East,279,279,279,0,0,0,Accurate,Accurate,2,288,21,0,6.14,10.22,17.03,0,2024-05,18,2
2024-05-02,SKU_24,WH_1,SUP_2,North,701,701,701,0,0,0,Accurate,Accurate,2,288,32,454,6.14,10.22,28.97,0,2024-05,18,2
2024-05-03,SKU_24,WH_1,SUP_2,West,664,664,664,0,0,0,Accurate,Accurate,2,288,37,0,6.14,10.22,44.51,1,2024-05,18,2
2024-05-04,SKU_24,WH_1,SUP_2,East,637,637,637,0,0,0,Accurate,Accurate,2,288,27,0,6.14,10.22,25.01,0,2024-05,18,2
2024-05-05,SKU_24,WH_1,SUP_2,South,619,619,619,0,0,0,Accurate,Accurate,2,288,18,0,6.14,10.22,15.58,0,2024-05,18,2
2024-05-06,SKU_24,WH_1,SUP_2,West,584,584,584,0,0,0,Accurate,Accurate,2,288,35,0,6.14,10.22,37.16,0,2024-05,19,2
2024-05-07,SKU_24,WH_1,SUP_2,West,547,547,547,0,0,0,Accurate,Accurate,2,288,37,0,6.14,10.22,38.28,1,2024-05,19,2
2024-05-08,SKU_24,WH_1,SUP_2,South,515,515,515,0,0,0,Accurate,Accurate,2,288,32,0,6.14,10.22,31.24,0,2024-05,19,2
2024-05-09,SKU_24,WH_1,SUP_2,South,488,488,472,-16,1,1,Inaccurate,Critical,2,288,27,0,6.14,10.22,27.82,0,2024-05,19,2
2024-05-10,SKU_24,WH_1,SUP_2,South,464,464,464,0,0,0,Accurate,Accurate,2,288,24,0,6.14,10.22,26.27,0,2024-05,19,2
2024-05-11,SKU_24,WH_1,SUP_2,South,415,415,415,0,0,0,Accurate,Accurate,2,288,49,0,6.14,10.22,53.14,1,2024-05,19,2
2024-05-12,SKU_24,WH_1,SUP_2,South,396,396,396,0,0,0,Accurate,Accurate,2,288,19,0,6.14,10.22,21.11,0,2024-05,19,2
2024-05-13,SKU_24,WH_1,SUP_2,South,372,372,372,0,0,0,Accurate,Accurate,2,288,24,0,6.14,10.22,17.62,0,2024-05,20,2
2024-05-14,SKU_24,WH_1,SUP_2,North,347,347,347,0,0,0,Accurate,Accurate,2,288,25,0,6.14,10.22,23.53,0,2024-05,20,2
2024-05-15,SKU_24,WH_1,SUP_2,East,320,320,320,0,0,0,Accurate,Accurate,2,288,27,0,6.14,10.22,26.01,0,2024-05,20,2
2024-05-16,SKU_24,WH_1,SUP_2,East,284,284,284,0,0,0,Accurate,Accurate,2,288,36,0,6.14,10.22,32.84,1,2024-05,20,2
2024-05-17,SKU_24,WH_1,SUP_2,East,664,664,664,0,0,0,Accurate,Accurate,2,288,31,411,6.14,10.22,28.23,0,2024-05,20,2
2024-05-18,SKU_24,WH_1,SUP_2,North,641,641,641,0,0,0,Accurate,Accurate,2,288,23,0,6.14,10.22,25.12,0,2024-05,20,2
2024-05-19,SKU_24,WH_1,SUP_2,North,613,613,613,0,0,0,Accurate,Accurate,2,288,28,0,6.14,10.22,28.32,0,2024-05,20,2
2024-05-20,SKU_24,WH_1,SUP_2,North,581,581,581,0,0,0,Accurate,Accurate,2,288,32,0,6.14,10.22,28.18,0,2024-05,21,2
2024-05-21,SKU_24,WH_1,SUP_2,East,541,541,541,0,0,0,Accurate,Accurate,2,288,40,0,6.14,10.22,37.46,1,2024-05,21,2
2024-05-22,SKU_24,WH_1,SUP_2,East,524,524,524,0,0,0,Accurate,Accurate,2,288,17,0,6.14,10.22,15.64,0,2024-05,21,2
2024-05-23,SKU_24,WH_1,SUP_2,East,499,499,499,0,0,0,Accurate,Accurate,2,288,25,0,6.14,10.22,24.38,0,2024-05,21,2
2024-05-24,SKU_24,WH_1,SUP_2,North,470,470,470,0,0,0,Accurate,Accurate,2,288,29,0,6.14,10.22,31.96,1,2024-05,21,2
2024-05-25,SKU_24,WH_1,SUP_2,West,440,440,440,0,0,0,Accurate,Accurate,2,288,30,0,6.14,10.22,34.18,0,2024-05,21,2
2024-05-26,SKU_24,WH_1,SUP_2,South,423,423,423,0,0,0,Accurate,Accurate,2,288,17,0,6.14,10.22,17.45,0,2024-05,21,2
2024-05-27,SKU_24,WH_1,SUP_2,North,398,398,398,0,0,0,Accurate,Accurate,2,288,25,0,6.14,10.22,20.62,0,2024-05,22,2
2024-05-28,SKU_24,WH_1,SUP_2,South,377,377,375,-2,0,1,Inaccurate,Minor,2,288,21,0,6.14,10.22,20.16,0,2024-05,22,2
2024-05-29,SKU_24,WH_1,SUP_2,West,350,350,350,0,0,0,Accurate,Accurate,2,288,27,0,6.14,10.22,27.33,0,2024-05,22,2
2024-05-30,SKU_24,WH_1,SUP_2,South,330,330,330,0,0,0,Accurate,Accurate,2,288,20,0,6.14,10.22,18.81,0,2024-05,22,2
2024-05-31,SKU_24,WH_1,SUP_2,South,300,300,311,11,1,0,Inaccurate,Moderate,2,288,30,0,6.14,10.22,29.77,0,2024-05,22,2
2024-06-01,SKU_24,WH_1,SUP_2,East,275,275,275,0,0,0,Accurate,Accurate,2,288,25,0,6.14,10.22,21.99,0,2024-06,22,2
2024-06-02,SKU_24,WH_1,SUP_2,South,725,725,725,0,0,0,Accurate,Accurate,2,288,26,476,6.14,10.22,25.24,0,2024-06,22,2
2024-06-03,SKU_24,WH_1,SUP_2,West,706,706,706,0,0,0,Accurate,Accurate,2,288,19,0,6.14,10.22,21.99,0,2024-06,23,2
2024-06-04,SKU_24,WH_1,SUP_2,East,680,680,680,0,0,0,Accurate,Accurate,2,288,26,0,6.14,10.22,23.16,0,2024-06,23,2
2024-06-05,SKU_24,WH_1,SUP_2,East,653,653,653,0,0,0,Accurate,Accurate,2,288,27,0,6.14,10.22,24.93,0,2024-06,23,2
2024-06-06,SKU_24,WH_1,SUP_2,North,630,630,630,0,0,0,Accurate,Accurate,2,288,23,0,6.14,10.22,22.02,0,2024-06,23,2
2024-06-07,SKU_24,WH_1,SUP_2,West,601,601,601,0,0,0,Accurate,Accurate,2,288,29,0,6.14,10.22,34.09,1,2024-06,23,2
2024-06-08,SKU_24,WH_1,SUP_2,West,566,566,566,0,0,0,Accurate,Accurate,2,288,35,0,6.14,10.22,31.95,0,2024-06,23,2
2024-06-09,SKU_24,WH_1,SUP_2,West,544,544,544,0,0,0,Accurate,Accurate,2,288,22,0,6.14,10.22,21.66,0,2024-06,23,2
2024-06-10,SKU_24,WH_1,SUP_2,East,517,517,517,0,0,0,Accurate,Accurate,2,288,27,0,6.14,10.22,27.94,0,2024-06,24,2
2024-06-11,SKU_24,WH_1,SUP_2,West,494,494,494,0,0,0,Accurate,Accurate,2,288,23,0,6.14,10.22,23.45,0,2024-06,24,2
2024-06-12,SKU_24,WH_1,SUP_2,West,472,472,472,0,0,0,Accurate,Accurate,2,288,22,0,6.14,10.22,22.48,1,2024-06,24,2
2024-06-13,SKU_24,WH_1,SUP_2,East,454,454,454,0,0,0,Accurate,Accurate,2,288,18,0,6.14,10.22,22.81,0,2024-06,24,2
